icd_class,icd_class_short,icd3,age_band,sex,deaths,age_band_label,age_band_order
X,Дыхание,J39,60_64,муж,1,60-64,13
X,Дыхание,J41,80_plus,жен,1,80+,17
X,Дыхание,J43,60_64,муж,1,60-64,13
X,Дыхание,J43,65_69,муж,1,65-69,14
X,Дыхание,J43,70_74,муж,1,70-74,15
X,Дыхание,J43,75_79,муж,2,75-79,16
X,Дыхание,J43,80_plus,жен,1,80+,17
X,Дыхание,J43,80_plus,муж,1,80+,17
X,Дыхание,J44,25_29,муж,1,25-29,6
X,Дыхание,J44,30_34,жен,1,30-34,7
X,Дыхание,J44,35_39,жен,3,35-39,8
X,Дыхание,J44,35_39,муж,1,35-39,8
X,Дыхание,J44,40_44,жен,2,40-44,9
X,Дыхание,J44,40_44,муж,8,40-44,9
X,Дыхание,J44,45_49,жен,4,45-49,10
X,Дыхание,J44,45_49,муж,10,45-49,10
X,Дыхание,J44,50_54,жен,9,50-54,11
X,Дыхание,J44,50_54,муж,50,50-54,11
X,Дыхание,J44,55_59,жен,17,55-59,12
X,Дыхание,J44,55_59,муж,56,55-59,12
X,Дыхание,J44,60_64,жен,58,60-64,13
X,Дыхание,J44,60_64,муж,101,60-64,13
X,Дыхание,J44,65_69,жен,60,65-69,14
X,Дыхание,J44,65_69,муж,193,65-69,14
X,Дыхание,J44,70_74,жен,65,70-74,15
X,Дыхание,J44,70_74,муж,194,70-74,15
X,Дыхание,J44,75_79,жен,69,75-79,16
X,Дыхание,J44,75_79,муж,116,75-79,16
X,Дыхание,J44,80_plus,жен,140,80+,17
X,Дыхание,J44,80_plus,муж,130,80+,17
X,Дыхание,J45,10_14,муж,1,10-14,3
X,Дыхание,J45,25_29,жен,1,25-29,6
X,Дыхание,J45,30_34,жен,1,30-34,7
X,Дыхание,J45,40_44,муж,2,40-44,9
X,Дыхание,J45,50_54,жен,1,50-54,11
X,Дыхание,J45,55_59,жен,2,55-59,12
X,Дыхание,J45,55_59,муж,1,55-59,12
X,Дыхание,J45,60_64,жен,4,60-64,13
X,Дыхание,J45,60_64,муж,1,60-64,13
X,Дыхание,J45,65_69,жен,1,65-69,14
X,Дыхание,J45,65_69,муж,1,65-69,14
X,Дыхание,J45,70_74,жен,1,70-74,15
X,Дыхание,J45,70_74,муж,2,70-74,15
X,Дыхание,J45,75_79,жен,5,75-79,16
X,Дыхание,J45,75_79,муж,1,75-79,16
X,Дыхание,J45,80_plus,жен,2,80+,17
X,Дыхание,J47,80_plus,жен,1,80+,17
X,Дыхание,J69,80_plus,муж,1,80+,17
X,Дыхание,J84,30_34,муж,1,30-34,7
X,Дыхание,J84,40_44,жен,1,40-44,9
X,Дыхание,J84,45_49,жен,1,45-49,10
X,Дыхание,J84,45_49,муж,2,45-49,10
X,Дыхание,J84,50_54,жен,1,50-54,11
X,Дыхание,J84,50_54,муж,1,50-54,11
X,Дыхание,J84,55_59,жен,2,55-59,12
X,Дыхание,J84,55_59,муж,1,55-59,12
X,Дыхание,J84,60_64,жен,4,60-64,13
X,Дыхание,J84,60_64,муж,9,60-64,13
X,Дыхание,J84,65_69,жен,9,65-69,14
X,Дыхание,J84,65_69,муж,8,65-69,14
X,Дыхание,J84,70_74,жен,12,70-74,15
X,Дыхание,J84,70_74,муж,10,70-74,15
X,Дыхание,J84,75_79,жен,4,75-79,16
X,Дыхание,J84,75_79,муж,7,75-79,16
X,Дыхание,J84,80_plus,жен,15,80+,17
X,Дыхание,J84,80_plus,муж,3,80+,17
X,Дыхание,J85,25_29,жен,1,25-29,6
X,Дыхание,J85,25_29,муж,2,25-29,6
X,Дыхание,J85,30_34,жен,1,30-34,7
X,Дыхание,J85,30_34,муж,4,30-34,7
X,Дыхание,J85,35_39,жен,2,35-39,8
X,Дыхание,J85,35_39,муж,7,35-39,8
X,Дыхание,J85,40_44,жен,3,40-44,9
X,Дыхание,J85,40_44,муж,7,40-44,9
X,Дыхание,J85,45_49,жен,2,45-49,10
X,Дыхание,J85,45_49,муж,14,45-49,10
X,Дыхание,J85,50_54,жен,3,50-54,11
X,Дыхание,J85,50_54,муж,14,50-54,11
X,Дыхание,J85,55_59,жен,4,55-59,12
X,Дыхание,J85,55_59,муж,25,55-59,12
X,Дыхание,J85,60_64,жен,4,60-64,13
X,Дыхание,J85,60_64,муж,16,60-64,13
X,Дыхание,J85,65_69,жен,7,65-69,14
X,Дыхание,J85,65_69,муж,24,65-69,14
X,Дыхание,J85,70_74,жен,6,70-74,15
X,Дыхание,J85,70_74,муж,22,70-74,15
X,Дыхание,J85,75_79,жен,8,75-79,16
X,Дыхание,J85,75_79,муж,11,75-79,16
X,Дыхание,J85,80_plus,жен,16,80+,17
X,Дыхание,J85,80_plus,муж,21,80+,17
X,Дыхание,J86,40_44,муж,1,40-44,9
X,Дыхание,J86,45_49,муж,1,45-49,10
X,Дыхание,J86,50_54,муж,2,50-54,11
X,Дыхание,J86,55_59,муж,1,55-59,12
X,Дыхание,J86,60_64,муж,4,60-64,13
X,Дыхание,J86,65_69,жен,2,65-69,14
X,Дыхание,J86,65_69,муж,3,65-69,14
X,Дыхание,J86,70_74,жен,3,70-74,15
X,Дыхание,J86,70_74,муж,1,70-74,15
X,Дыхание,J86,75_79,муж,2,75-79,16
X,Дыхание,J86,80_plus,муж,1,80+,17
X,Дыхание,J93,80_plus,муж,1,80+,17
X,Дыхание,J94,60_64,муж,1,60-64,13
X,Дыхание,J94,65_69,жен,2,65-69,14
X,Дыхание,J94,65_69,муж,1,65-69,14
X,Дыхание,J94,75_79,жен,1,75-79,16
X,Дыхание,J94,80_plus,жен,1,80+,17
X,Дыхание,J94,80_plus,муж,2,80+,17
X,Дыхание,J96,50_54,муж,1,50-54,11
X,Дыхание,J98,35_39,муж,1,35-39,8
X,Дыхание,J98,45_49,муж,1,45-49,10
X,Дыхание,J98,65_69,жен,1,65-69,14
X,Дыхание,J98,65_69,муж,1,65-69,14
XI,Пищеварение,K10,55_59,жен,1,55-59,12
XI,Пищеварение,K10,55_59,муж,1,55-59,12
XI,Пищеварение,K11,50_54,муж,1,50-54,11
XI,Пищеварение,K12,30_34,муж,1,30-34,7
XI,Пищеварение,K12,35_39,жен,1,35-39,8
XI,Пищеварение,K12,35_39,муж,1,35-39,8
XI,Пищеварение,K12,40_44,муж,1,40-44,9
XI,Пищеварение,K12,45_49,муж,1,45-49,10
XI,Пищеварение,K12,55_59,жен,1,55-59,12
XI,Пищеварение,K12,55_59,муж,1,55-59,12
XI,Пищеварение,K12,60_64,муж,1,60-64,13
XI,Пищеварение,K12,80_plus,жен,1,80+,17
XI,Пищеварение,K12,80_plus,муж,1,80+,17
XI,Пищеварение,K13,70_74,муж,1,70-74,15
XI,Пищеварение,K20,50_54,жен,1,50-54,11
XI,Пищеварение,K20,65_69,муж,1,65-69,14
XI,Пищеварение,K21,60_64,жен,1,60-64,13
XI,Пищеварение,K21,80_plus,жен,1,80+,17
XI,Пищеварение,K22,15_19,жен,1,15-19,4
XI,Пищеварение,K22,25_29,муж,1,25-29,6
XI,Пищеварение,K22,30_34,жен,1,30-34,7
XI,Пищеварение,K22,30_34,муж,1,30-34,7
XI,Пищеварение,K22,35_39,жен,2,35-39,8
XI,Пищеварение,K22,35_39,муж,7,35-39,8
XI,Пищеварение,K22,40_44,жен,4,40-44,9
XI,Пищеварение,K22,40_44,муж,9,40-44,9
XI,Пищеварение,K22,45_49,жен,6,45-49,10
XI,Пищеварение,K22,45_49,муж,8,45-49,10
XI,Пищеварение,K22,50_54,жен,3,50-54,11
XI,Пищеварение,K22,50_54,муж,23,50-54,11
XI,Пищеварение,K22,55_59,жен,1,55-59,12
XI,Пищеварение,K22,55_59,муж,12,55-59,12
XI,Пищеварение,K22,60_64,жен,7,60-64,13
XI,Пищеварение,K22,60_64,муж,6,60-64,13
XI,Пищеварение,K22,65_69,муж,12,65-69,14
XI,Пищеварение,K22,70_74,жен,2,70-74,15
XI,Пищеварение,K22,70_74,муж,9,70-74,15
XI,Пищеварение,K22,75_79,жен,3,75-79,16
XI,Пищеварение,K22,75_79,муж,5,75-79,16
XI,Пищеварение,K22,80_plus,жен,2,80+,17
XI,Пищеварение,K22,80_plus,муж,3,80+,17
XI,Пищеварение,K25,30_34,муж,4,30-34,7
XI,Пищеварение,K25,35_39,муж,3,35-39,8
XI,Пищеварение,K25,40_44,жен,4,40-44,9
XI,Пищеварение,K25,40_44,муж,8,40-44,9
XI,Пищеварение,K25,45_49,жен,1,45-49,10
XI,Пищеварение,K25,45_49,муж,10,45-49,10
XI,Пищеварение,K25,50_54,жен,6,50-54,11
XI,Пищеварение,K25,50_54,муж,12,50-54,11
XI,Пищеварение,K25,55_59,жен,7,55-59,12
