icd_class,icd_class_short,icd3,age_band,sex,deaths,age_band_label,age_band_order
XIX,Травмы и отравления,T40,55_59,муж,2,55-59,12
XIX,Травмы и отравления,T40,60_64,муж,1,60-64,13
XIX,Травмы и отравления,T41,25_29,муж,1,25-29,6
XIX,Травмы и отравления,T41,80_plus,муж,1,80+,17
XIX,Травмы и отравления,T42,15_19,муж,1,15-19,4
XIX,Травмы и отравления,T42,20_24,жен,1,20-24,5
XIX,Травмы и отравления,T42,25_29,жен,2,25-29,6
XIX,Травмы и отравления,T42,30_34,жен,1,30-34,7
XIX,Травмы и отравления,T42,30_34,муж,3,30-34,7
XIX,Травмы и отравления,T42,35_39,муж,3,35-39,8
XIX,Травмы и отравления,T42,40_44,жен,1,40-44,9
XIX,Травмы и отравления,T42,40_44,муж,5,40-44,9
XIX,Травмы и отравления,T42,45_49,жен,2,45-49,10
XIX,Травмы и отравления,T42,45_49,муж,2,45-49,10
XIX,Травмы и отравления,T42,50_54,жен,2,50-54,11
XIX,Травмы и отравления,T42,50_54,муж,1,50-54,11
XIX,Травмы и отравления,T42,55_59,жен,1,55-59,12
XIX,Травмы и отравления,T42,60_64,жен,1,60-64,13
XIX,Травмы и отравления,T42,65_69,жен,2,65-69,14
XIX,Травмы и отравления,T42,75_79,жен,1,75-79,16
XIX,Травмы и отравления,T42,80_plus,жен,2,80+,17
XIX,Травмы и отравления,T43,15_19,жен,1,15-19,4
XIX,Травмы и отравления,T43,15_19,муж,1,15-19,4
XIX,Травмы и отравления,T43,20_24,жен,1,20-24,5
XIX,Травмы и отравления,T43,20_24,муж,1,20-24,5
XIX,Травмы и отравления,T43,25_29,жен,1,25-29,6
XIX,Травмы и отравления,T43,25_29,муж,2,25-29,6
XIX,Травмы и отравления,T43,35_39,жен,1,35-39,8
XIX,Травмы и отравления,T43,35_39,муж,1,35-39,8
XIX,Травмы и отравления,T43,40_44,муж,1,40-44,9
XIX,Травмы и отравления,T43,45_49,муж,7,45-49,10
XIX,Травмы и отравления,T43,50_54,жен,1,50-54,11
XIX,Травмы и отравления,T43,50_54,муж,1,50-54,11
XIX,Травмы и отравления,T43,75_79,муж,1,75-79,16
XIX,Травмы и отравления,T43,80_plus,жен,1,80+,17
XIX,Травмы и отравления,T44,10_14,жен,1,10-14,3
XIX,Травмы и отравления,T44,15_19,жен,1,15-19,4
XIX,Травмы и отравления,T44,20_24,жен,1,20-24,5
XIX,Травмы и отравления,T44,40_44,жен,1,40-44,9
XIX,Травмы и отравления,T44,50_54,жен,1,50-54,11
XIX,Травмы и отравления,T44,60_64,муж,1,60-64,13
XIX,Травмы и отравления,T44,65_69,муж,1,65-69,14
XIX,Травмы и отравления,T44,75_79,жен,1,75-79,16
XIX,Травмы и отравления,T45,1_4,жен,1,1-4,1
XIX,Травмы и отравления,T45,60_64,муж,1,60-64,13
XIX,Травмы и отравления,T46,15_19,жен,1,15-19,4
XIX,Травмы и отравления,T46,40_44,муж,1,40-44,9
XIX,Травмы и отравления,T46,60_64,жен,2,60-64,13
XIX,Травмы и отравления,T46,75_79,жен,2,75-79,16
XIX,Травмы и отравления,T46,80_plus,жен,2,80+,17
XIX,Травмы и отравления,T48,25_29,муж,1,25-29,6
XIX,Травмы и отравления,T48,50_54,жен,2,50-54,11
XIX,Травмы и отравления,T50,30_34,жен,1,30-34,7
XIX,Травмы и отравления,T50,40_44,жен,1,40-44,9
XIX,Травмы и отравления,T50,45_49,муж,1,45-49,10
XIX,Травмы и отравления,T50,50_54,муж,1,50-54,11
XIX,Травмы и отравления,T51,15_19,жен,1,15-19,4
XIX,Травмы и отравления,T51,15_19,муж,1,15-19,4
XIX,Травмы и отравления,T51,20_24,муж,6,20-24,5
XIX,Травмы и отравления,T51,25_29,жен,2,25-29,6
XIX,Травмы и отравления,T51,25_29,муж,20,25-29,6
XIX,Травмы и отравления,T51,30_34,жен,9,30-34,7
XIX,Травмы и отравления,T51,30_34,муж,45,30-34,7
XIX,Травмы и отравления,T51,35_39,жен,11,35-39,8
XIX,Травмы и отравления,T51,35_39,муж,84,35-39,8
XIX,Травмы и отравления,T51,40_44,жен,25,40-44,9
XIX,Травмы и отравления,T51,40_44,муж,97,40-44,9
XIX,Травмы и отравления,T51,45_49,жен,44,45-49,10
XIX,Травмы и отравления,T51,45_49,муж,96,45-49,10
XIX,Травмы и отравления,T51,50_54,жен,28,50-54,11
XIX,Травмы и отравления,T51,50_54,муж,90,50-54,11
XIX,Травмы и отравления,T51,55_59,жен,26,55-59,12
XIX,Травмы и отравления,T51,55_59,муж,83,55-59,12
XIX,Травмы и отравления,T51,60_64,жен,26,60-64,13
XIX,Травмы и отравления,T51,60_64,муж,85,60-64,13
XIX,Травмы и отравления,T51,65_69,жен,25,65-69,14
XIX,Травмы и отравления,T51,65_69,муж,54,65-69,14
XIX,Травмы и отравления,T51,70_74,жен,10,70-74,15
XIX,Травмы и отравления,T51,70_74,муж,28,70-74,15
XIX,Травмы и отравления,T51,75_79,жен,1,75-79,16
XIX,Травмы и отравления,T51,75_79,муж,3,75-79,16
XIX,Травмы и отравления,T51,80_plus,жен,3,80+,17
XIX,Травмы и отравления,T51,80_plus,муж,2,80+,17
XIX,Травмы и отравления,T52,25_29,муж,1,25-29,6
XIX,Травмы и отравления,T52,30_34,муж,4,30-34,7
XIX,Травмы и отравления,T52,35_39,жен,3,35-39,8
XIX,Травмы и отравления,T52,40_44,муж,4,40-44,9
XIX,Травмы и отравления,T52,45_49,жен,5,45-49,10
XIX,Травмы и отравления,T52,45_49,муж,2,45-49,10
XIX,Травмы и отравления,T52,50_54,жен,1,50-54,11
XIX,Травмы и отравления,T52,50_54,муж,5,50-54,11
XIX,Травмы и отравления,T52,55_59,жен,1,55-59,12
XIX,Травмы и отравления,T52,55_59,муж,4,55-59,12
XIX,Травмы и отравления,T52,60_64,муж,6,60-64,13
XIX,Травмы и отравления,T52,65_69,муж,2,65-69,14
XIX,Травмы и отравления,T52,70_74,муж,2,70-74,15
XIX,Травмы и отравления,T53,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T54,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T54,35_39,муж,1,35-39,8
XIX,Травмы и отравления,T54,45_49,жен,2,45-49,10
XIX,Травмы и отравления,T54,45_49,муж,1,45-49,10
XIX,Травмы и отравления,T54,50_54,муж,4,50-54,11
XIX,Травмы и отравления,T54,55_59,жен,1,55-59,12
XIX,Травмы и отравления,T54,55_59,муж,3,55-59,12
XIX,Травмы и отравления,T54,60_64,муж,7,60-64,13
XIX,Травмы и отравления,T54,65_69,жен,3,65-69,14
XIX,Травмы и отравления,T54,65_69,муж,1,65-69,14
XIX,Травмы и отравления,T54,70_74,жен,2,70-74,15
XIX,Травмы и отравления,T54,70_74,муж,3,70-74,15
XIX,Травмы и отравления,T54,75_79,жен,3,75-79,16
XIX,Травмы и отравления,T54,80_plus,жен,8,80+,17
XIX,Травмы и отравления,T54,80_plus,муж,2,80+,17
XIX,Травмы и отравления,T57,20_24,муж,1,20-24,5
XIX,Травмы и отравления,T58,10_14,жен,2,10-14,3
XIX,Травмы и отравления,T58,10_14,муж,2,10-14,3
XIX,Травмы и отравления,T58,15_19,жен,1,15-19,4
XIX,Травмы и отравления,T58,15_19,муж,1,15-19,4
XIX,Травмы и отравления,T58,1_4,муж,2,1-4,1
XIX,Травмы и отравления,T58,20_24,жен,1,20-24,5
XIX,Травмы и отравления,T58,20_24,муж,6,20-24,5
XIX,Травмы и отравления,T58,25_29,жен,3,25-29,6
XIX,Травмы и отравления,T58,25_29,муж,13,25-29,6
XIX,Травмы и отравления,T58,30_34,жен,3,30-34,7
XIX,Травмы и отравления,T58,30_34,муж,9,30-34,7
XIX,Травмы и отравления,T58,35_39,жен,2,35-39,8
XIX,Травмы и отравления,T58,35_39,муж,16,35-39,8
XIX,Травмы и отравления,T58,40_44,жен,4,40-44,9
XIX,Травмы и отравления,T58,40_44,муж,36,40-44,9
XIX,Травмы и отравления,T58,45_49,жен,7,45-49,10
XIX,Травмы и отравления,T58,45_49,муж,22,45-49,10
XIX,Травмы и отравления,T58,50_54,жен,8,50-54,11
XIX,Травмы и отравления,T58,50_54,муж,28,50-54,11
XIX,Травмы и отравления,T58,55_59,жен,9,55-59,12
XIX,Травмы и отравления,T58,55_59,муж,32,55-59,12
XIX,Травмы и отравления,T58,5_9,жен,3,5-9,2
XIX,Травмы и отравления,T58,5_9,муж,2,5-9,2
XIX,Травмы и отравления,T58,60_64,жен,6,60-64,13
XIX,Травмы и отравления,T58,60_64,муж,18,60-64,13
XIX,Травмы и отравления,T58,65_69,жен,5,65-69,14
XIX,Травмы и отравления,T58,65_69,муж,13,65-69,14
XIX,Травмы и отравления,T58,70_74,жен,7,70-74,15
XIX,Травмы и отравления,T58,70_74,муж,8,70-74,15
XIX,Травмы и отравления,T58,75_79,жен,3,75-79,16
XIX,Травмы и отравления,T58,75_79,муж,5,75-79,16
XIX,Травмы и отравления,T58,80_plus,жен,4,80+,17
XIX,Травмы и отравления,T58,80_plus,муж,4,80+,17
XIX,Травмы и отравления,T59,10_14,муж,5,10-14,3
XIX,Травмы и отравления,T59,15_19,жен,1,15-19,4
XIX,Травмы и отравления,T59,15_19,муж,2,15-19,4
XIX,Травмы и отравления,T59,1_4,жен,2,1-4,1
XIX,Травмы и отравления,T59,1_4,муж,1,1-4,1
XIX,Травмы и отравления,T59,25_29,муж,1,25-29,6
XIX,Травмы и отравления,T59,30_34,жен,1,30-34,7
XIX,Травмы и отравления,T59,30_34,муж,1,30-34,7
XIX,Травмы и отравления,T59,40_44,муж,1,40-44,9
XIX,Травмы и отравления,T59,50_54,муж,1,50-54,11
XIX,Травмы и отравления,T59,55_59,жен,1,55-59,12
XIX,Травмы и отравления,T59,55_59,муж,3,55-59,12
XIX,Травмы и отравления,T59,60_64,муж,3,60-64,13
XIX,Травмы и отравления,T59,65_69,муж,2,65-69,14
XIX,Травмы и отравления,T59,70_74,муж,3,70-74,15
XIX,Травмы и отравления,T59,80_plus,жен,2,80+,17
XIX,Травмы и отравления,T59,80_plus,муж,1,80+,17
XIX,Травмы и отравления,T62,70_74,муж,1,70-74,15
XIX,Травмы и отравления,T62,80_plus,муж,1,80+,17
XIX,Травмы и отравления,T63,60_64,муж,1,60-64,13
XIX,Травмы и отравления,T65,10_14,муж,1,10-14,3
XIX,Травмы и отравления,T65,15_19,жен,2,15-19,4
XIX,Травмы и отравления,T65,15_19,муж,5,15-19,4
XIX,Травмы и отравления,T65,20_24,жен,1,20-24,5
XIX,Травмы и отравления,T65,20_24,муж,10,20-24,5
XIX,Травмы и отравления,T65,25_29,жен,2,25-29,6
XIX,Травмы и отравления,T65,25_29,муж,15,25-29,6
XIX,Травмы и отравления,T65,30_34,жен,4,30-34,7
XIX,Травмы и отравления,T65,30_34,муж,25,30-34,7
XIX,Травмы и отравления,T65,35_39,жен,8,35-39,8
XIX,Травмы и отравления,T65,35_39,муж,37,35-39,8
XIX,Травмы и отравления,T65,40_44,жен,6,40-44,9
XIX,Травмы и отравления,T65,40_44,муж,40,40-44,9
XIX,Травмы и отравления,T65,45_49,жен,6,45-49,10
XIX,Травмы и отравления,T65,45_49,муж,37,45-49,10
XIX,Травмы и отравления,T65,50_54,жен,9,50-54,11
XIX,Травмы и отравления,T65,50_54,муж,24,50-54,11
XIX,Травмы и отравления,T65,55_59,жен,11,55-59,12
XIX,Травмы и отравления,T65,55_59,муж,27,55-59,12
XIX,Травмы и отравления,T65,60_64,жен,4,60-64,13
XIX,Травмы и отравления,T65,60_64,муж,31,60-64,13
XIX,Травмы и отравления,T65,65_69,жен,3,65-69,14
XIX,Травмы и отравления,T65,65_69,муж,7,65-69,14
XIX,Травмы и отравления,T65,70_74,жен,4,70-74,15
XIX,Травмы и отравления,T65,70_74,муж,7,70-74,15
XIX,Травмы и отравления,T65,75_79,жен,1,75-79,16
XIX,Травмы и отравления,T65,75_79,муж,4,75-79,16
XIX,Травмы и отравления,T65,80_plus,жен,2,80+,17
XIX,Травмы и отравления,T65,80_plus,муж,3,80+,17
XIX,Травмы и отравления,T67,15_19,муж,1,15-19,4
XIX,Травмы и отравления,T67,25_29,муж,1,25-29,6
