year,mo_key,mo_id,mo_name,age_band,population,icd_class,deaths,standard_weight,age_specific_rate_per100k,weighted_component
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,V,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,VI,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,VIII,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,IX,2,0.07913237880346417,275.4820936639118,21.79955338938407
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,X,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XI,1,0.07913237880346417,137.7410468319559,10.899776694692035
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XII,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XIII,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XIV,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XV,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XVI,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XVII,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XVIII,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XIX,1,0.07913237880346417,137.7410468319559,10.899776694692035
2016,александровск-сахалинский,368,Александровск-Сахалинский,45_49,726.0,XXII,0,0.07913237880346417,0.0,0.0
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,I,1,0.0648621296081229,156.7398119122257,10.16647799500359
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,II,8,0.0648621296081229,1253.9184952978055,81.33182396002871
2016,александровск-сахалинский,368,Александровск-Сахалинский,50_54,638.0,III,0,0.0648621296081229,0.0,0.0
